,holiday,workingday,temp,atemp,humidity,windspeed,count,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4,hour,day,month,year
35,0,0,14.76,16.665,66,19.9995,93,1,0,0,0,0,1,0,0,12,6,1,0
36,0,0,14.76,17.425,66,8.9981,75,1,0,0,0,0,1,0,0,13,6,1,0
37,0,0,14.76,17.425,76,12.998,59,1,0,0,0,0,0,1,0,14,6,1,0
38,0,0,13.94,16.665,81,11.0014,74,1,0,0,0,0,0,1,0,15,6,1,0
39,0,0,13.94,16.665,71,11.0014,76,1,0,0,0,0,0,1,0,16,6,1,0
40,0,0,13.94,16.665,57,12.998,65,1,0,0,0,1,0,0,0,17,6,1,0
41,0,0,14.76,16.665,46,22.0028,53,1,0,0,0,0,1,0,0,18,6,1,0
42,0,0,13.12,14.395,42,30.0026,30,1,0,0,0,1,0,0,0,19,6,1,0
43,0,0,12.3,13.635,39,23.9994,22,1,0,0,0,1,0,0,0,20,6,1,0
44,0,0,10.66,11.365,44,22.0028,31,1,0,0,0,1,0,0,0,21,6,1,0
45,0,0,9.84,10.605,44,19.9995,9,1,0,0,0,1,0,0,0,22,6,1,0
46,0,0,9.02,11.365,47,11.0014,8,1,0,0,0,1,0,0,0,23,6,1,0
47,0,1,9.02,9.85,44,23.9994,5,1,0,0,0,1,0,0,0,0,0,1,0
48,0,1,8.2,8.335,44,27.9993,2,1,0,0,0,1,0,0,0,1,0,1,0
49,0,1,6.56,6.82,47,26.0027,1,1,0,0,0,1,0,0,0,4,0,1,0
50,0,1,6.56,6.82,47,19.0012,3,1,0,0,0,1,0,0,0,5,0,1,0
51,0,1,5.74,5.305,50,26.0027,30,1,0,0,0,1,0,0,0,6,0,1,0
52,0,1,5.74,6.82,50,12.998,64,1,0,0,0,1,0,0,0,7,0,1,0
53,0,1,5.74,6.06,50,19.0012,154,1,0,0,0,1,0,0,0,8,0,1,0
54,0,1,6.56,6.82,43,26.0027,88,1,0,0,0,1,0,0,0,9,0,1,0
55,0,1,7.38,8.335,43,16.9979,44,1,0,0,0,1,0,0,0,10,0,1,0
56,0,1,8.2,9.09,40,22.0028,51,1,0,0,0,1,0,0,0,11,0,1,0
57,0,1,9.02,10.605,35,19.9995,61,1,0,0,0,1,0,0,0,12,0,1,0
58,0,1,9.84,10.605,35,19.0012,61,1,0,0,0,1,0,0,0,13,0,1,0
59,0,1,10.66,12.12,30,19.0012,77,1,0,0,0,1,0,0,0,14,0,1,0
60,0,1,10.66,12.12,30,16.9979,72,1,0,0,0,1,0,0,0,15,0,1,0
61,0,1,10.66,12.12,30,16.9979,76,1,0,0,0,1,0,0,0,16,0,1,0
62,0,1,9.84,11.365,30,15.0013,157,1,0,0,0,1,0,0,0,17,0,1,0
63,0,1,9.84,12.88,32,7.0015,157,1,0,0,0,1,0,0,0,18,0,1,0
64,0,1,8.2,12.88,47,0.0,110,1,0,0,0,1,0,0,0,19,0,1,0
65,0,1,8.2,11.365,47,7.0015,52,1,0,0,0,1,0,0,0,20,0,1,0
66,0,1,7.38,9.85,64,8.9981,52,1,0,0,0,1,0,0,0,21,0,1,0
67,0,1,5.74,7.575,69,8.9981,20,1,0,0,0,1,0,0,0,22,0,1,0
68,0,1,7.38,10.605,55,7.0015,12,1,0,0,0,1,0,0,0,23,0,1,0
69,0,1,6.56,9.09,55,7.0015,5,1,0,0,0,1,0,0,0,0,1,1,0
70,0,1,6.56,9.09,59,7.0015,2,1,0,0,0,1,0,0,0,1,1,1,0
71,0,1,5.74,7.575,63,8.9981,1,1,0,0,0,1,0,0,0,2,1,1,0
72,0,1,5.74,9.09,63,6.0032,2,1,0,0,0,1,0,0,0,4,1,1,0
73,0,1,4.92,7.575,68,7.0015,4,1,0,0,0,1,0,0,0,5,1,1,0
74,0,1,4.92,7.575,74,7.0015,36,1,0,0,0,1,0,0,0,6,1,1,0
75,0,1,4.92,7.575,74,8.9981,94,1,0,0,0,1,0,0,0,7,1,1,0
76,0,1,5.74,7.575,69,11.0014,179,1,0,0,0,1,0,0,0,8,1,1,0
77,0,1,6.56,7.575,64,15.0013,100,1,0,0,0,1,0,0,0,9,1,1,0
78,0,1,6.56,6.82,69,22.0028,42,1,0,0,0,0,1,0,0,10,1,1,0
79,0,1,9.02,10.605,51,19.9995,57,1,0,0,0,1,0,0,0,11,1,1,0
80,0,1,9.02,11.365,51,11.0014,78,1,0,0,0,1,0,0,0,12,1,1,0
81,0,1,9.84,11.365,56,12.998,97,1,0,0,0,1,0,0,0,13,1,1,0
82,0,1,10.66,12.88,52,15.0013,63,1,0,0,0,1,0,0,0,14,1,1,0
83,0,1,11.48,13.635,52,16.9979,65,1,0,0,0,1,0,0,0,15,1,1,0
84,0,1,12.3,14.395,49,16.9979,83,1,0,0,0,1,0,0,0,16,1,1,0
85,0,1,11.48,13.635,48,15.0013,212,1,0,0,0,1,0,0,0,17,1,1,0
86,0,1,10.66,12.88,48,12.998,182,1,0,0,0,1,0,0,0,18,1,1,0
87,0,1,9.84,12.88,48,7.0015,112,1,0,0,0,1,0,0,0,19,1,1,0
88,0,1,9.84,12.88,48,7.0015,54,1,0,0,0,1,0,0,0,20,1,1,0
89,0,1,9.02,13.635,64,0.0,48,1,0,0,0,1,0,0,0,21,1,1,0
90,0,1,9.02,12.88,64,6.0032,35,1,0,0,0,1,0,0,0,22,1,1,0
91,0,1,8.2,11.365,69,6.0032,11,1,0,0,0,1,0,0,0,23,1,1,0
92,0,1,8.2,12.88,64,0.0,6,1,0,0,0,1,0,0,0,0,2,1,0
93,0,1,6.56,9.85,74,6.0032,6,1,0,0,0,1,0,0,0,1,2,1,0
94,0,1,6.56,9.85,74,6.0032,2,1,0,0,0,1,0,0,0,2,2,1,0
95,0,1,9.84,11.365,48,15.0013,2,1,0,0,0,1,0,0,0,4,2,1,0
96,0,1,9.02,11.365,47,11.0014,3,1,0,0,0,1,0,0,0,5,2,1,0
97,0,1,8.2,9.85,47,15.0013,33,1,0,0,0,1,0,0,0,6,2,1,0
98,0,1,7.38,9.09,43,12.998,88,1,0,0,0,1,0,0,0,7,2,1,0
99,0,1,8.2,9.09,40,19.9995,195,1,0,0,0,1,0,0,0,8,2,1,0
100,0,1,9.02,9.85,37,22.0028,115,1,0,0,0,1,0,0,0,9,2,1,0
101,0,1,9.02,9.85,37,22.0028,57,1,0,0,0,1,0,0,0,10,2,1,0
102,0,1,10.66,11.365,33,22.0028,46,1,0,0,0,1,0,0,0,11,2,1,0
103,0,1,10.66,11.365,33,22.0028,79,1,0,0,0,1,0,0,0,12,2,1,0
104,0,1,11.48,12.88,30,19.9995,71,1,0,0,0,1,0,0,0,13,2,1,0
105,0,1,12.3,14.395,28,12.998,62,1,0,0,0,1,0,0,0,14,2,1,0
106,0,1,12.3,14.395,28,12.998,62,1,0,0,0,1,0,0,0,15,2,1,0
107,0,1,12.3,15.91,28,6.0032,89,1,0,0,0,1,0,0,0,16,2,1,0
108,0,1,9.84,11.365,38,12.998,190,1,0,0,0,1,0,0,0,17,2,1,0
109,0,1,9.84,12.12,38,8.9981,169,1,0,0,0,1,0,0,0,18,2,1,0
110,0,1,9.84,12.88,38,7.0015,132,1,0,0,0,1,0,0,0,19,2,1,0
111,0,1,9.02,11.365,47,11.0014,89,1,0,0,0,1,0,0,0,20,2,1,0
112,0,1,8.2,9.85,51,12.998,43,1,0,0,0,1,0,0,0,21,2,1,0
113,0,1,7.38,9.85,55,8.9981,42,1,0,0,0,1,0,0,0,22,2,1,0
114,0,1,8.2,12.88,47,0.0,19,1,0,0,0,1,0,0,0,23,2,1,0
115,0,1,7.38,12.12,55,0.0,11,1,0,0,0,1,0,0,0,0,3,1,0
116,0,1,6.56,11.365,64,0.0,4,1,0,0,0,1,0,0,0,1,3,1,0
117,0,1,6.56,11.365,64,0.0,2,1,0,0,0,1,0,0,0,2,3,1,0
118,0,1,6.56,9.85,64,6.0032,1,1,0,0,0,0,1,0,0,4,3,1,0
119,0,1,5.74,9.09,69,6.0032,4,1,0,0,0,0,1,0,0,5,3,1,0
120,0,1,5.74,8.335,63,7.0015,36,1,0,0,0,0,1,0,0,6,3,1,0
121,0,1,6.56,11.365,59,0.0,95,1,0,0,0,0,1,0,0,7,3,1,0
122,0,1,6.56,11.365,59,0.0,219,1,0,0,0,1,0,0,0,8,3,1,0
123,0,1,7.38,12.12,51,0.0,122,1,0,0,0,0,1,0,0,9,3,1,0
124,0,1,8.2,12.88,47,0.0,45,1,0,0,0,1,0,0,0,10,3,1,0
125,0,1,9.02,12.88,44,6.0032,59,1,0,0,0,1,0,0,0,11,3,1,0
126,0,1,10.66,14.395,35,0.0,84,1,0,0,0,1,0,0,0,12,3,1,0
127,0,1,10.66,13.635,35,7.0015,67,1,0,0,0,1,0,0,0,13,3,1,0
128,0,1,11.48,13.635,36,11.0014,70,1,0,0,0,1,0,0,0,14,3,1,0
129,0,1,11.48,13.635,36,0.0,62,1,0,0,0,1,0,0,0,15,3,1,0
130,0,1,10.66,12.88,38,11.0014,86,1,0,0,0,1,0,0,0,16,3,1,0
131,0,1,9.02,11.365,51,11.0014,172,1,0,0,0,1,0,0,0,17,3,1,0
132,0,1,9.02,11.365,51,8.9981,163,1,0,0,0,1,0,0,0,18,3,1,0
133,0,1,9.02,12.88,55,6.0032,112,1,0,0,0,1,0,0,0,19,3,1,0
134,0,1,8.2,10.605,51,11.0014,69,1,0,0,0,1,0,0,0,20,3,1,0
135,0,1,9.02,10.605,55,15.0013,48,1,0,0,0,0,1,0,0,21,3,1,0
136,0,1,9.02,10.605,51,19.0012,52,1,0,0,0,0,1,0,0,22,3,1,0
137,0,1,8.2,9.85,59,12.998,23,1,0,0,0,0,1,0,0,23,3,1,0
138,0,1,8.2,9.85,64,12.998,17,1,0,0,0,0,1,0,0,0,4,1,0
139,0,1,8.2,9.85,69,15.0013,7,1,0,0,0,0,1,0,0,1,4,1,0
140,0,1,8.2,9.85,69,15.0013,1,1,0,0,0,0,1,0,0,2,4,1,0
141,0,1,8.2,10.605,69,8.9981,1,1,0,0,0,0,1,0,0,4,4,1,0
142,0,1,9.02,13.635,55,0.0,5,1,0,0,0,0,0,1,0,5,4,1,0
143,0,1,8.2,12.88,69,0.0,34,1,0,0,0,0,1,0,0,6,4,1,0
144,0,1,8.2,10.605,69,8.9981,84,1,0,0,0,1,0,0,0,7,4,1,0
145,0,1,8.2,9.85,51,16.9979,210,1,0,0,0,1,0,0,0,8,4,1,0
146,0,1,8.2,9.09,47,19.9995,134,1,0,0,0,1,0,0,0,9,4,1,0
147,0,1,9.02,9.85,37,22.0028,63,1,0,0,0,1,0,0,0,10,4,1,0
148,0,1,8.2,9.85,40,15.0013,67,1,0,0,0,0,1,0,0,11,4,1,0
149,0,1,8.2,9.85,37,16.9979,59,1,0,0,0,0,1,0,0,12,4,1,0
150,0,1,8.2,9.09,37,19.0012,73,1,0,0,0,0,1,0,0,13,4,1,0
151,0,1,8.2,9.85,40,16.9979,50,1,0,0,0,0,1,0,0,14,4,1,0
152,0,1,8.2,10.605,37,11.0014,72,1,0,0,0,0,1,0,0,15,4,1,0
153,0,1,8.2,10.605,37,11.0014,87,1,0,0,0,0,1,0,0,16,4,1,0
154,0,1,8.2,12.88,37,0.0,187,1,0,0,0,0,1,0,0,17,4,1,0
155,0,1,8.2,11.365,40,6.0032,123,1,0,0,0,1,0,0,0,18,4,1,0
156,0,1,6.56,9.85,55,6.0032,95,1,0,0,0,1,0,0,0,19,4,1,0
157,0,1,7.38,10.605,47,7.0015,51,1,0,0,0,1,0,0,0,20,4,1,0
158,0,1,7.38,9.85,47,8.9981,39,1,0,0,0,1,0,0,0,21,4,1,0
159,0,1,7.38,9.85,43,11.0014,36,1,0,0,0,0,1,0,0,22,4,1,0
160,0,1,7.38,9.85,51,11.0014,15,1,0,0,0,0,1,0,0,23,4,1,0
161,0,0,7.38,9.85,51,11.0014,25,1,0,0,0,0,1,0,0,0,5,1,0
162,0,0,7.38,10.605,55,6.0032,16,1,0,0,0,0,1,0,0,1,5,1,0
163,0,0,7.38,12.12,55,0.0,16,1,0,0,0,0,1,0,0,2,5,1,0
164,0,0,7.38,9.85,55,11.0014,7,1,0,0,0,0,0,1,0,3,5,1,0
165,0,0,7.38,9.85,55,11.0014,1,1,0,0,0,0,0,1,0,4,5,1,0
166,0,0,6.56,8.335,74,11.0014,5,1,0,0,0,0,1,0,0,5,5,1,0
167,0,0,6.56,8.335,74,11.0014,2,1,0,0,0,0,1,0,0,6,5,1,0
168,0,0,6.56,9.09,74,7.0015,9,1,0,0,0,0,1,0,0,7,5,1,0
169,0,0,6.56,9.09,93,7.0015,15,1,0,0,0,0,0,1,0,8,5,1,0
170,0,0,6.56,9.09,93,7.0015,20,1,0,0,0,0,0,1,0,9,5,1,0
171,0,0,7.38,9.85,80,11.0014,61,1,0,0,0,0,1,0,0,10,5,1,0
172,0,0,8.2,9.09,69,26.0027,62,1,0,0,0,0,1,0,0,11,5,1,0
173,0,0,8.2,9.09,59,23.9994,98,1,0,0,0,0,1,0,0,12,5,1,0
174,0,0,8.2,9.09,44,22.0028,102,1,0,0,0,1,0,0,0,13,5,1,0
175,0,0,8.2,8.335,32,32.9975,95,1,0,0,0,1,0,0,0,14,5,1,0
176,0,0,8.2,8.335,32,30.0026,74,1,0,0,0,1,0,0,0,15,5,1,0
177,0,0,7.38,6.82,29,30.0026,76,1,0,0,0,1,0,0,0,16,5,1,0
178,0,0,6.56,6.06,37,36.9974,69,1,0,0,0,1,0,0,0,17,5,1,0
179,0,0,5.74,6.06,39,19.9995,55,1,0,0,0,1,0,0,0,18,5,1,0
180,0,0,5.74,6.06,36,16.9979,30,1,0,0,0,1,0,0,0,19,5,1,0
181,0,0,4.92,6.06,36,16.9979,28,1,0,0,0,1,0,0,0,20,5,1,0
182,0,0,4.92,5.305,39,23.9994,37,1,0,0,0,1,0,0,0,21,5,1,0
183,0,0,4.92,5.305,36,26.0027,34,1,0,0,0,1,0,0,0,22,5,1,0
184,0,0,4.1,3.03,39,30.0026,22,1,0,0,0,1,0,0,0,23,5,1,0
185,0,0,4.1,3.79,42,26.0027,25,1,0,0,0,1,0,0,0,0,6,1,0
186,0,0,4.1,3.03,42,31.0009,12,1,0,0,0,1,0,0,0,1,6,1,0
187,0,0,4.1,3.03,46,31.0009,11,1,0,0,0,1,0,0,0,2,6,1,0
188,0,0,4.1,3.79,46,27.9993,4,1,0,0,0,1,0,0,0,3,6,1,0
189,0,0,3.28,4.545,53,12.998,1,1,0,0,0,1,0,0,0,4,6,1,0
190,0,0,3.28,4.545,53,12.998,1,1,0,0,0,1,0,0,0,5,6,1,0
191,0,0,4.1,4.545,49,19.0012,1,1,0,0,0,1,0,0,0,6,6,1,0
192,0,0,3.28,4.545,53,12.998,6,1,0,0,0,1,0,0,0,7,6,1,0
193,0,0,4.1,4.545,49,19.0012,10,1,0,0,0,1,0,0,0,8,6,1,0
194,0,0,4.92,3.79,46,35.0008,19,1,0,0,0,1,0,0,0,9,6,1,0
195,0,0,5.74,5.305,43,26.0027,49,1,0,0,0,1,0,0,0,10,6,1,0
196,0,0,6.56,6.06,40,35.0008,49,1,0,0,0,1,0,0,0,11,6,1,0
197,0,0,7.38,6.82,37,30.0026,83,1,0,0,0,1,0,0,0,12,6,1,0
198,0,0,8.2,8.335,34,30.0026,75,1,0,0,0,1,0,0,0,13,6,1,0
199,0,0,9.02,9.09,32,31.0009,72,1,0,0,0,1,0,0,0,14,6,1,0
200,0,0,9.02,9.85,35,23.9994,82,1,0,0,0,1,0,0,0,15,6,1,0
201,0,0,8.2,8.335,34,30.0026,92,1,0,0,0,1,0,0,0,16,6,1,0
202,0,0,7.38,7.575,37,26.0027,62,1,0,0,0,1,0,0,0,17,6,1,0
203,0,0,6.56,6.82,40,22.0028,48,1,0,0,0,1,0,0,0,18,6,1,0
204,0,0,6.56,6.82,43,22.0028,41,1,0,0,0,1,0,0,0,19,6,1,0
205,0,0,5.74,6.06,46,16.9979,38,1,0,0,0,1,0,0,0,20,6,1,0
206,0,0,5.74,5.305,46,27.9993,20,1,0,0,0,1,0,0,0,21,6,1,0
207,0,0,5.74,6.06,46,19.9995,15,1,0,0,0,1,0,0,0,22,6,1,0
208,0,0,4.92,6.82,50,12.998,6,1,0,0,0,1,0,0,0,23,6,1,0
209,0,1,4.92,6.06,50,19.0012,5,1,0,0,0,1,0,0,0,0,0,1,0
210,0,1,4.92,6.06,50,19.0012,1,1,0,0,0,1,0,0,0,1,0,1,0
211,0,1,4.92,6.06,50,15.0013,3,1,0,0,0,1,0,0,0,2,0,1,0
212,0,1,4.92,6.06,50,15.0013,1,1,0,0,0,1,0,0,0,3,0,1,0
213,0,1,4.1,6.06,54,8.9981,3,1,0,0,0,1,0,0,0,4,0,1,0
214,0,1,4.1,5.305,54,16.9979,3,1,0,0,0,1,0,0,0,5,0,1,0
215,0,1,4.92,6.06,50,19.0012,31,1,0,0,0,1,0,0,0,6,0,1,0
216,0,1,4.92,6.06,50,15.0013,77,1,0,0,0,1,0,0,0,7,0,1,0
217,0,1,4.92,6.06,50,19.0012,188,1,0,0,0,0,1,0,0,8,0,1,0
218,0,1,5.74,6.06,50,16.9979,94,1,0,0,0,0,1,0,0,9,0,1,0
219,0,1,5.74,6.06,50,19.9995,31,1,0,0,0,0,1,0,0,10,0,1,0
220,0,1,6.56,6.82,47,19.0012,30,1,0,0,0,0,1,0,0,11,0,1,0
221,0,1,8.2,9.09,40,19.0012,52,1,0,0,0,0,1,0,0,12,0,1,0
222,0,1,8.2,9.09,40,19.0012,54,1,0,0,0,0,1,0,0,13,0,1,0
223,0,1,8.2,9.85,40,15.0013,47,1,0,0,0,0,1,0,0,14,0,1,0
224,0,1,8.2,9.85,40,15.0013,45,1,0,0,0,0,1,0,0,15,0,1,0
225,0,1,8.2,10.605,40,8.9981,74,1,0,0,0,1,0,0,0,16,0,1,0
226,0,1,8.2,11.365,40,7.0015,178,1,0,0,0,1,0,0,0,17,0,1,0
227,0,1,8.2,9.85,40,15.0013,155,1,0,0,0,1,0,0,0,18,0,1,0
228,0,1,6.56,8.335,47,11.0014,95,1,0,0,0,1,0,0,0,19,0,1,0
229,0,1,6.56,8.335,50,11.0014,74,1,0,0,0,1,0,0,0,20,0,1,0
230,0,1,5.74,6.82,59,12.998,38,1,0,0,0,1,0,0,0,21,0,1,0
231,0,1,5.74,7.575,59,11.0014,24,1,0,0,0,1,0,0,0,22,0,1,0
232,0,1,5.74,7.575,59,11.0014,18,1,0,0,0,1,0,0,0,23,0,1,0
233,0,1,5.74,8.335,59,7.0015,12,1,0,0,0,1,0,0,0,0,1,1,0
234,0,1,5.74,7.575,59,11.0014,3,1,0,0,0,1,0,0,0,1,1,1,0
235,0,1,6.56,7.575,55,12.998,3,1,0,0,0,0,1,0,0,2,1,1,0
236,0,1,6.56,9.09,55,8.9981,6,1,0,0,0,0,1,0,0,5,1,1,0
237,0,1,6.56,9.09,55,8.9981,27,1,0,0,0,0,1,0,0,6,1,1,0
238,0,1,6.56,11.365,55,0.0,99,1,0,0,0,0,1,0,0,7,1,1,0
239,0,1,7.38,10.605,51,6.0032,217,1,0,0,0,0,1,0,0,8,1,1,0
240,0,1,7.38,9.85,51,11.0014,130,1,0,0,0,0,1,0,0,9,1,1,0
241,0,1,8.2,10.605,51,11.0014,54,1,0,0,0,0,1,0,0,10,1,1,0
242,0,1,8.2,10.605,47,8.9981,35,1,0,0,0,0,1,0,0,11,1,1,0
243,0,1,8.2,11.365,51,7.0015,57,1,0,0,0,0,1,0,0,12,1,1,0
244,0,1,8.2,11.365,59,6.0032,52,1,0,0,0,0,1,0,0,13,1,1,0
245,0,1,8.2,11.365,59,6.0032,63,1,0,0,0,0,1,0,0,14,1,1,0
246,0,1,6.56,9.85,80,6.0032,47,1,0,0,0,0,1,0,0,15,1,1,0
247,0,1,6.56,7.575,86,15.0013,76,1,0,0,0,0,1,0,0,16,1,1,0
248,0,1,6.56,7.575,86,15.0013,136,1,0,0,0,0,1,0,0,17,1,1,0
249,0,1,6.56,9.09,93,7.0015,95,1,0,0,0,0,0,1,0,18,1,1,0
250,0,1,6.56,11.365,93,0.0,51,1,0,0,0,0,0,1,0,19,1,1,0
251,0,1,6.56,7.575,93,12.998,32,1,0,0,0,0,0,1,0,20,1,1,0
252,0,1,6.56,9.85,86,6.0032,20,1,0,0,0,0,0,1,0,21,1,1,0
253,0,1,6.56,9.09,93,7.0015,29,1,0,0,0,0,0,1,0,22,1,1,0
254,0,1,6.56,9.85,93,6.0032,19,1,0,0,0,0,0,1,0,23,1,1,0
255,0,1,6.56,9.85,86,6.0032,7,1,0,0,0,0,1,0,0,0,2,1,0
256,0,1,6.56,9.09,86,7.0015,6,1,0,0,0,0,1,0,0,1,2,1,0
257,0,1,5.74,7.575,86,8.9981,1,1,0,0,0,1,0,0,0,2,2,1,0
258,0,1,5.74,7.575,86,11.0014,5,1,0,0,0,1,0,0,0,5,2,1,0
259,0,1,4.92,7.575,93,8.9981,16,1,0,0,0,1,0,0,0,6,2,1,0
260,0,1,5.74,7.575,69,8.9981,54,1,0,0,0,1,0,0,0,7,2,1,0
261,0,1,6.56,8.335,59,11.0014,128,1,0,0,0,1,0,0,0,8,2,1,0
262,0,1,6.56,6.82,59,22.0028,81,1,0,0,0,1,0,0,0,9,2,1,0
263,0,1,7.38,9.09,55,15.0013,39,1,0,0,0,1,0,0,0,10,2,1,0
264,0,1,8.2,9.09,51,26.0027,35,1,0,0,0,1,0,0,0,11,2,1,0
265,0,1,8.2,7.575,47,39.0007,55,1,0,0,0,1,0,0,0,12,2,1,0
266,0,1,9.02,9.85,44,23.9994,49,1,0,0,0,1,0,0,0,13,2,1,0
267,0,1,8.2,9.09,47,22.0028,44,1,0,0,0,1,0,0,0,14,2,1,0
268,0,1,8.2,8.335,47,27.9993,49,1,0,0,0,1,0,0,0,15,2,1,0
269,0,1,9.02,9.85,44,22.0028,68,1,0,0,0,1,0,0,0,16,2,1,0
270,0,1,8.2,9.09,47,23.9994,139,1,0,0,0,1,0,0,0,17,2,1,0
271,0,1,8.2,7.575,47,35.0008,137,1,0,0,0,1,0,0,0,18,2,1,0
272,0,1,7.38,7.575,47,27.9993,83,1,0,0,0,1,0,0,0,19,2,1,0
273,0,1,6.56,6.82,50,22.0028,56,1,0,0,0,1,0,0,0,20,2,1,0
274,0,1,6.56,6.82,55,22.0028,57,1,0,0,0,1,0,0,0,21,2,1,0
275,0,1,6.56,6.06,55,30.0026,33,1,0,0,0,1,0,0,0,22,2,1,0
276,0,1,5.74,5.305,59,27.9993,20,1,0,0,0,1,0,0,0,23,2,1,0
277,0,1,5.74,6.06,59,19.0012,7,1,0,0,0,1,0,0,0,0,3,1,0
278,0,1,5.74,6.06,50,19.0012,2,1,0,0,0,1,0,0,0,1,3,1,0
279,0,1,5.74,6.06,50,23.9994,2,1,0,0,0,1,0,0,0,2,3,1,0
280,0,1,5.74,6.06,50,22.0028,3,1,0,0,0,1,0,0,0,3,3,1,0
281,0,1,5.74,6.06,50,16.9979,4,1,0,0,0,1,0,0,0,4,3,1,0
282,0,1,5.74,6.06,50,19.9995,3,1,0,0,0,1,0,0,0,5,3,1,0
283,0,1,4.92,7.575,54,8.9981,28,1,0,0,0,1,0,0,0,6,3,1,0
284,0,1,4.92,7.575,54,8.9981,72,1,0,0,0,1,0,0,0,7,3,1,0
285,0,1,5.74,6.82,50,12.998,202,1,0,0,0,1,0,0,0,8,3,1,0
286,0,1,5.74,6.06,50,22.0028,139,1,0,0,0,1,0,0,0,9,3,1,0
287,0,1,6.56,6.82,50,23.9994,38,1,0,0,0,0,1,0,0,10,3,1,0
288,0,1,8.2,8.335,44,30.0026,37,1,0,0,0,0,1,0,0,11,3,1,0
289,0,1,8.2,8.335,44,27.9993,52,1,0,0,0,1,0,0,0,12,3,1,0
290,0,1,9.02,9.85,41,30.0026,83,1,0,0,0,1,0,0,0,13,3,1,0
291,0,1,9.02,9.85,41,26.0027,42,1,0,0,0,1,0,0,0,14,3,1,0
292,0,1,9.84,10.605,38,19.9995,60,1,0,0,0,1,0,0,0,15,3,1,0
293,0,1,9.84,10.605,38,23.9994,78,1,0,0,0,1,0,0,0,16,3,1,0
294,0,1,8.2,9.09,40,19.0012,162,1,0,0,0,1,0,0,0,17,3,1,0
